iter,prior_num,wrong_prior
1,14,2
2,17,2
3,18,2
4,18,2
1,16,2
2,18,2
3,18,2
1,16,3
2,18,3
3,18,3
1,18,3
2,21,4
3,22,4
4,23,4
5,23,4
1,13,1
2,14,1
3,15,1
4,15,1
1,14,2
2,17,2
3,18,2
4,18,2
1,21,2
2,22,2
3,22,2
1,9,0
2,9,0
1,13,1
2,15,1
3,15,1
1,13,0
2,17,0
3,17,0
1,19,2
2,20,2
3,21,2
4,21,2
1,12,1
2,16,1
3,16,1
