iter,prior_num,wrong_prior
1,1,0
2,2,0
3,2,0
1,5,1
2,11,1
3,12,2
4,12,2
1,1,0
2,1,0
1,1,0
2,2,0
3,2,0
1,2,2
2,6,3
1,1,1
2,5,1
3,6,1
4,6,1
1,1,1
2,5,1
3,6,1
4,6,1
1,1,0
2,2,0
3,2,0
1,1,0
2,1,0
1,1,0
2,2,0
3,2,0
1,1,0
2,1,0
1,2,0
2,3,0
3,3,0
