iter,prior_num,wrong_prior
1,6,0
2,9,0
3,12,0
4,12,0
1,19,0
2,24,0
3,26,0
4,26,0
1,2,1
2,3,1
3,3,1
1,10,0
2,15,2
3,16,2
4,16,2
1,5,0
2,12,1
3,16,1
4,16,1
1,7,0
2,9,0
3,9,0
1,3,0
2,3,0
1,3,0
2,3,0
1,3,0
2,6,0
3,6,0
1,7,0
2,10,0
3,10,0
1,3,0
2,5,0
3,8,1
4,8,1
1,6,0
2,7,0
3,7,0
