iter,prior_num,wrong_prior
1,17,0
2,20,0
3,22,0
4,24,0
5,24,0
1,9,1
2,15,2
3,17,2
4,17,2
1,10,0
2,16,0
3,20,0
4,25,0
5,25,0
1,10,2
2,14,2
3,16,2
4,16,2
1,9,0
2,17,0
3,17,0
1,2,0
2,3,0
3,3,0
1,6,0
2,8,0
3,8,0
1,6,0
2,6,0
1,1,0
2,1,0
1,14,0
2,16,0
3,16,0
1,3,0
2,5,0
3,7,0
4,7,0
1,6,0
2,6,0
