iter,prior_num,wrong_prior
1,6,1
2,7,1
3,8,1
4,8,1
1,4,1
2,7,1
3,9,1
4,9,1
1,6,1
2,11,1
3,12,1
4,12,1
1,7,1
2,11,1
3,15,1
4,15,1
1,5,0
2,5,0
1,7,1
2,9,1
3,9,1
1,4,1
2,6,1
3,8,1
4,8,1
1,3,1
2,6,1
3,6,1
1,7,1
2,10,1
3,10,1
1,5,1
2,10,1
3,18,1
4,20,1
5,20,1
1,6,1
2,9,1
3,9,1
1,2,1
2,4,1
3,6,1
4,6,1
