iter,TPR,SHD
1,0.875,0.125
1,0.625,0.625
2,0.75,0.625
3,0.75,0.75
4,0.875,0.625
1,0.5,0.625
2,0.875,0.125
1,0.875,0.375
2,0.875,0.25
3,0.875,0.25
4,0.875,0.25
1,0.625,0.75
2,0.625,0.875
3,0.625,0.75
1,0.375,0.875
2,0.5,0.75
3,0.5,0.75
1,0.75,0.375
2,0.75,0.375
1,0.875,0.125
1,0.875,0.125
1,0.75,0.375
2,0.875,0.25
1,1.0,0.0
1,0.75,0.375
2,1.0,0.0
