iter,TPR,SHD
1,0.3095,0.7976
2,0.3214,0.7857
1,0.3571,0.7262
2,0.3571,0.7262
3,0.3571,0.7262
1,0.3214,0.7976
2,0.3333,0.7738
3,0.3214,0.7976
4,0.3333,0.7857
1,0.3214,0.7738
2,0.3571,0.7381
3,0.3333,0.7619
1,0.25,0.8452
2,0.3333,0.7619
1,0.4762,0.6071
2,0.5238,0.5595
3,0.4881,0.6071
4,0.5238,0.5595
1,0.5119,0.5595
2,0.5238,0.5476
1,0.5,0.5833
2,0.5119,0.5714
1,0.4881,0.5952
2,0.4881,0.5952
1,0.5238,0.5238
2,0.5238,0.5238
3,0.5238,0.5238
4,0.5357,0.5119
1,0.4643,0.619
2,0.5119,0.5714
