iter,TPR,SHD
1,0.56,0.52
2,0.6,0.44
3,0.8,0.24
1,0.52,0.56
2,0.6,0.44
3,0.76,0.24
4,0.76,0.24
5,0.76,0.28
1,0.52,0.6
2,0.8,0.24
3,0.76,0.28
4,0.84,0.2
1,0.56,0.6
2,0.8,0.32
3,0.8,0.32
1,0.56,0.44
2,0.72,0.28
3,0.72,0.36
1,0.56,0.44
2,0.72,0.28
3,0.8,0.2
4,0.84,0.16
1,0.64,0.48
2,0.92,0.08
1,0.68,0.44
2,0.96,0.08
1,0.84,0.16
2,0.96,0.04
1,0.84,0.2
2,0.96,0.04
1,0.64,0.44
2,0.92,0.08
1,0.56,0.56
2,0.92,0.12
