iter,TPR,SHD
1,0.76,0.28
2,0.68,0.36
3,0.76,0.28
4,0.76,0.28
1,0.72,0.28
2,0.76,0.24
3,0.76,0.24
4,0.72,0.28
5,0.76,0.24
6,0.76,0.24
1,0.68,0.36
2,0.68,0.36
3,0.76,0.28
4,0.76,0.28
1,0.64,0.44
2,0.68,0.4
3,0.68,0.4
4,0.72,0.36
5,0.72,0.36
6,0.76,0.32
1,0.68,0.32
2,0.72,0.28
3,0.68,0.32
4,0.72,0.28
5,0.76,0.24
1,0.64,0.36
2,0.8,0.2
3,0.84,0.16
1,0.84,0.16
2,0.96,0.04
1,0.84,0.16
2,0.92,0.08
1,0.8,0.2
2,0.96,0.04
1,0.88,0.12
2,0.96,0.04
1,0.8,0.2
2,0.92,0.08
1,0.76,0.24
2,0.92,0.08
