iter,TPR,SHD
1,0.75,0.25
2,0.75,0.25
3,0.875,0.125
1,0.5,0.75
2,0.25,1.0
3,0.75,0.5
4,0.875,0.375
1,0.75,0.25
2,0.875,0.125
1,0.75,0.25
2,0.75,0.25
3,0.875,0.125
1,0.625,0.625
2,0.375,1.125
1,0.625,0.625
2,0.375,1.0
3,0.5,0.75
4,0.625,0.625
1,0.75,0.375
2,0.5,0.75
3,0.75,0.375
4,0.875,0.25
1,0.75,0.25
2,0.75,0.25
3,0.875,0.125
1,0.75,0.25
2,0.875,0.125
1,0.75,0.25
2,0.75,0.25
3,0.875,0.125
1,0.75,0.25
2,0.875,0.125
1,0.75,0.25
2,0.875,0.125
3,1.0,0.0
